epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,2346.27,0.90946,1.85465,0.69054,1.12272,0.73418,0.8319,0.86047,0.63387,0.73494,0.83276,0.86115,0.52614,0.99484,1.68274,0.72045,1.25081,0.000337325,0.000337325,0.000337325
124,2365.56,0.9233,1.95442,0.71121,1.12209,0.74584,0.81318,0.86027,0.63776,0.74663,0.81404,0.86052,0.53255,0.98868,1.70965,0.69183,1.24049,0.00033003,0.00033003,0.00033003
125,2384.25,0.93509,1.94698,0.72167,1.11596,0.7172,0.83735,0.86162,0.6377,0.71794,0.83821,0.86112,0.52184,0.99689,1.75824,0.68488,1.25824,0.000322778,0.000322778,0.000322778
126,2403.25,0.91222,1.92278,0.68392,1.11319,0.71563,0.83133,0.85883,0.63113,0.71563,0.83133,0.85807,0.5156,0.98646,1.73552,0.69304,1.2337,0.000315572,0.000315572,0.000315572
127,2422.49,0.91511,1.88338,0.68823,1.1151,0.73209,0.8537,0.86183,0.65041,0.73135,0.85284,0.85837,0.53388,0.96995,1.71905,0.70228,1.23141,0.000308412,0.000308412,0.000308412
128,2441.62,0.92354,1.92613,0.69312,1.11556,0.74623,0.82014,0.86898,0.6552,0.74052,0.82616,0.86888,0.54633,0.96665,1.67813,0.68871,1.22451,0.0003013,0.0003013,0.0003013
129,2460.64,0.9216,1.93638,0.69435,1.1206,0.7257,0.821,0.86293,0.64463,0.7257,0.821,0.86191,0.53428,0.97762,1.67867,0.69066,1.2399,0.000294239,0.000294239,0.000294239
130,2479.32,0.90884,1.9311,0.69625,1.10679,0.73187,0.79862,0.86146,0.63971,0.72905,0.79948,0.86091,0.52841,0.96933,1.67861,0.692,1.22969,0.00028723,0.00028723,0.00028723
131,2498.56,0.9042,1.87923,0.69145,1.10699,0.74289,0.83993,0.86977,0.6532,0.74365,0.84079,0.87029,0.53743,0.96435,1.7083,0.67471,1.23612,0.000280275,0.000280275,0.000280275
132,2517.6,0.91573,1.90759,0.70175,1.11992,0.76326,0.83821,0.87767,0.66569,0.76404,0.83907,0.87817,0.54494,0.94168,1.65029,0.67508,1.20584,0.000273375,0.000273375,0.000273375
133,2536.7,0.90771,1.9147,0.69394,1.10337,0.7355,0.80895,0.86607,0.64453,0.7355,0.80895,0.8646,0.53017,0.96483,1.72145,0.6915,1.23475,0.000266532,0.000266532,0.000266532
134,2555.62,0.89818,1.856,0.68179,1.11687,0.68201,0.85972,0.85312,0.6224,0.68201,0.85972,0.85309,0.52119,1.02211,1.72568,0.69712,1.27014,0.000259748,0.000259748,0.000259748
135,2574.71,0.89229,1.87523,0.67219,1.0933,0.68632,0.84251,0.85405,0.64148,0.68561,0.84165,0.85302,0.53421,0.95794,1.68844,0.69598,1.21333,0.000253024,0.000253024,0.000253024
136,2593.68,0.9075,1.89961,0.69506,1.11063,0.73665,0.80809,0.86052,0.64715,0.73665,0.80809,0.85929,0.53668,0.96051,1.69115,0.69432,1.21695,0.000246363,0.000246363,0.000246363
137,2612.71,0.89153,1.86003,0.68987,1.1112,0.71854,0.81287,0.85939,0.6369,0.7193,0.81373,0.85763,0.5182,0.99506,1.76195,0.70684,1.24195,0.000239766,0.000239766,0.000239766
138,2631.71,0.88932,1.88919,0.67755,1.10309,0.74472,0.80337,0.86655,0.64207,0.74161,0.81017,0.8671,0.53481,0.97612,1.6597,0.68231,1.23397,0.000233234,0.000233234,0.000233234
139,2650.64,0.89544,1.86386,0.68384,1.11858,0.72504,0.80723,0.86503,0.65174,0.72582,0.80809,0.86509,0.53216,0.96566,1.69014,0.67125,1.23033,0.000226769,0.000226769,0.000226769
140,2669.19,0.89285,1.79474,0.66808,1.10215,0.70015,0.81239,0.84542,0.62613,0.68873,0.82186,0.84505,0.51438,0.99781,1.70675,0.70834,1.25334,0.000220372,0.000220372,0.000220372
141,2688.53,0.87375,1.8132,0.66016,1.10416,0.71882,0.8074,0.85735,0.64701,0.71805,0.80654,0.85707,0.52864,0.96448,1.73028,0.69001,1.22118,0.000214046,0.000214046,0.000214046
142,2707.06,0.89163,1.88088,0.66961,1.11559,0.70382,0.83649,0.86139,0.64866,0.7046,0.83545,0.85921,0.53601,0.97164,1.67572,0.69416,1.22983,0.000207792,0.000207792,0.000207792
143,2726.14,0.88889,1.84369,0.67363,1.10093,0.72212,0.81182,0.86385,0.64875,0.72289,0.81269,0.86287,0.53671,0.97485,1.71456,0.67344,1.22697,0.000201611,0.000201611,0.000201611
144,2744.99,0.89274,1.85921,0.68092,1.08657,0.73637,0.7969,0.86474,0.63778,0.73478,0.79518,0.86307,0.52691,0.99736,1.69785,0.67988,1.23723,0.000195505,0.000195505,0.000195505
145,2764.23,0.88301,1.84399,0.66508,1.09652,0.73339,0.80551,0.86691,0.65045,0.73388,0.80637,0.86566,0.53462,0.96887,1.70591,0.67487,1.22108,0.000189475,0.000189475,0.000189475
146,2782.93,0.87825,1.83204,0.6682,1.0968,0.71218,0.8092,0.86017,0.63302,0.70761,0.82272,0.86057,0.51923,1.01232,1.71501,0.69183,1.25168,0.000183523,0.000183523,0.000183523
147,2801.55,0.88405,1.86674,0.6683,1.09673,0.74536,0.78343,0.86282,0.64599,0.74536,0.78343,0.86124,0.52682,0.98422,1.74009,0.68303,1.23387,0.000177651,0.000177651,0.000177651
148,2820.33,0.86775,1.82264,0.65543,1.0927,0.73322,0.80551,0.86218,0.63879,0.73155,0.80438,0.86079,0.53018,0.99452,1.7033,0.67548,1.24097,0.000171859,0.000171859,0.000171859
149,2839.32,0.88003,1.82342,0.66891,1.08848,0.69566,0.82874,0.85639,0.64245,0.69245,0.83133,0.85541,0.52511,0.9719,1.70991,0.68726,1.22987,0.000166149,0.000166149,0.000166149
150,2858.27,0.87408,1.83904,0.65879,1.09791,0.70072,0.82409,0.8558,0.64197,0.69998,0.82323,0.85334,0.52504,0.9673,1.7109,0.67592,1.22309,0.000160523,0.000160523,0.000160523
151,2876.74,0.8611,1.78865,0.64454,1.09108,0.72483,0.80248,0.86361,0.64737,0.72483,0.80248,0.86353,0.53362,0.97237,1.67026,0.67442,1.22979,0.000154982,0.000154982,0.000154982
152,2896.25,0.87651,1.80806,0.68424,1.10412,0.71681,0.81471,0.85936,0.64688,0.71606,0.81385,0.8585,0.53897,0.95528,1.62773,0.68747,1.20945,0.000149527,0.000149527,0.000149527
153,2915.04,0.88219,1.82529,0.66813,1.09966,0.72954,0.80318,0.86089,0.64767,0.72909,0.80465,0.86138,0.53562,0.96557,1.65282,0.67883,1.21374,0.000144161,0.000144161,0.000144161
154,2934.15,0.85603,1.81798,0.63876,1.09054,0.72009,0.83464,0.86524,0.65273,0.7169,0.83735,0.86553,0.54287,0.95305,1.6295,0.68116,1.213,0.000138883,0.000138883,0.000138883
155,2953.17,0.90055,1.91205,0.70307,1.109,0.74414,0.80594,0.86944,0.65435,0.74414,0.80594,0.86928,0.54448,0.95483,1.60457,0.68062,1.20649,0.000133695,0.000133695,0.000133695
156,2972.42,0.87136,1.8138,0.6641,1.10519,0.71974,0.80379,0.86193,0.65208,0.72135,0.80203,0.86064,0.54579,0.94273,1.64464,0.69064,1.20243,0.000128599,0.000128599,0.000128599
157,2991.35,0.88153,1.87385,0.66778,1.07937,0.71734,0.8037,0.8583,0.63579,0.71692,0.80205,0.85761,0.52572,0.99202,1.6993,0.7034,1.24185,0.000123596,0.000123596,0.000123596
158,3010.38,0.86641,1.79636,0.64666,1.09151,0.74309,0.7926,0.86186,0.64666,0.74309,0.7926,0.86201,0.54043,0.96647,1.65601,0.67396,1.22071,0.000118687,0.000118687,0.000118687
159,3029.2,0.86365,1.84423,0.65517,1.09835,0.74914,0.80465,0.87199,0.65628,0.75178,0.80279,0.87175,0.54866,0.95468,1.61467,0.68368,1.2108,0.000113873,0.000113873,0.000113873
160,3048.39,0.87208,1.82333,0.679,1.09462,0.72535,0.85458,0.87583,0.65991,0.72535,0.85458,0.87566,0.54777,0.96078,1.63287,0.6662,1.21276,0.000109156,0.000109156,0.000109156
161,3067.53,0.86388,1.8335,0.6574,1.09584,0.74462,0.81239,0.86994,0.66049,0.74462,0.81239,0.86955,0.55187,0.95545,1.651,0.6631,1.22465,0.000104537,0.000104537,0.000104537
162,3086.61,0.87497,1.87946,0.6621,1.09317,0.70205,0.84165,0.86534,0.65063,0.70205,0.84165,0.86494,0.54317,0.95433,1.63702,0.67039,1.21477,0.000100016,0.000100016,0.000100016
163,3106.31,0.8775,1.85448,0.6588,1.09808,0.71097,0.84041,0.86778,0.6447,0.70976,0.84165,0.86687,0.53483,0.97462,1.67506,0.66883,1.2279,9.55951e-05,9.55951e-05,9.55951e-05
164,3125.17,0.86323,1.88283,0.64268,1.08099,0.73197,0.81551,0.86865,0.65123,0.70752,0.83907,0.869,0.54527,0.96878,1.62925,0.66772,1.22693,9.12754e-05,9.12754e-05,9.12754e-05
165,3144.04,0.88284,1.81238,0.66809,1.09365,0.70415,0.82874,0.86137,0.64077,0.70257,0.83141,0.86151,0.53116,0.97968,1.66184,0.6822,1.23779,8.70577e-05,8.70577e-05,8.70577e-05
166,3162.96,0.86176,1.78883,0.64904,1.0944,0.72081,0.83321,0.86496,0.6579,0.72007,0.83235,0.86486,0.55234,0.93468,1.61592,0.67442,1.2001,8.29431e-05,8.29431e-05,8.29431e-05
167,3182.09,0.84821,1.77902,0.64722,1.08036,0.74218,0.81842,0.86802,0.6416,0.74218,0.81842,0.86776,0.5319,0.99619,1.67793,0.67833,1.24833,7.89327e-05,7.89327e-05,7.89327e-05
168,3200.78,0.86396,1.82691,0.6489,1.08365,0.73576,0.8195,0.8671,0.65995,0.73498,0.81864,0.86652,0.54852,0.93945,1.63785,0.66817,1.20234,7.50274e-05,7.50274e-05,7.50274e-05
169,3219.77,0.844,1.7583,0.65576,1.07628,0.73567,0.80236,0.86556,0.65341,0.73567,0.80236,0.86507,0.54547,0.95323,1.63108,0.67632,1.21807,7.12282e-05,7.12282e-05,7.12282e-05
170,3239.27,0.86189,1.81867,0.6373,1.08466,0.73668,0.77764,0.86055,0.6467,0.73586,0.77678,0.85954,0.53774,0.96962,1.65928,0.66567,1.22277,6.7536e-05,6.7536e-05,6.7536e-05
171,3257.99,0.85107,1.79163,0.65237,1.07536,0.7384,0.78945,0.86534,0.64796,0.7384,0.78945,0.86398,0.54104,0.97832,1.67837,0.67001,1.23064,6.39518e-05,6.39518e-05,6.39518e-05
172,3276.43,0.84829,1.72258,0.63842,1.09176,0.73982,0.80465,0.86612,0.64482,0.73744,0.80551,0.86507,0.53777,0.98823,1.67458,0.67625,1.24025,6.04763e-05,6.04763e-05,6.04763e-05
173,3295.48,0.84936,1.75049,0.64702,1.08997,0.74009,0.79397,0.86556,0.65397,0.74009,0.79397,0.86446,0.54379,0.95895,1.63512,0.66767,1.21516,5.71106e-05,5.71106e-05,5.71106e-05
174,3314.52,0.85763,1.7962,0.6488,1.08468,0.74908,0.78055,0.86815,0.65043,0.74558,0.78227,0.8665,0.53676,0.97084,1.64687,0.66976,1.23008,5.38554e-05,5.38554e-05,5.38554e-05
175,3333.65,0.8692,1.81164,0.65353,1.07762,0.70042,0.8296,0.86094,0.64452,0.69969,0.82874,0.85968,0.53854,0.97346,1.6607,0.67423,1.22711,5.07115e-05,5.07115e-05,5.07115e-05
176,3352.6,0.84695,1.75995,0.62939,1.07933,0.74342,0.79432,0.86654,0.65107,0.74262,0.79346,0.86469,0.54303,0.96304,1.64083,0.6622,1.22075,4.76796e-05,4.76796e-05,4.76796e-05
177,3372.19,0.84643,1.82555,0.63559,1.07674,0.72592,0.80981,0.86936,0.65592,0.72592,0.80981,0.86805,0.54201,0.95997,1.6587,0.65748,1.21651,4.47606e-05,4.47606e-05,4.47606e-05
178,3391.35,0.85231,1.80269,0.65938,1.07845,0.73508,0.7883,0.86417,0.65224,0.73428,0.78744,0.86315,0.54257,0.95183,1.63987,0.66935,1.20632,4.19552e-05,4.19552e-05,4.19552e-05
179,3410.47,0.85201,1.79991,0.65623,1.08215,0.74262,0.79088,0.86539,0.64978,0.74262,0.79088,0.86528,0.54186,0.96217,1.64783,0.66865,1.21895,3.9264e-05,3.9264e-05,3.9264e-05
180,3429.41,0.86011,1.81643,0.63831,1.08614,0.73704,0.79358,0.86515,0.64908,0.73704,0.79358,0.86497,0.5386,0.97505,1.68284,0.66642,1.23308,3.66877e-05,3.66877e-05,3.66877e-05
181,3448.47,0.86148,1.74872,0.65375,1.09288,0.72592,0.80003,0.86248,0.65111,0.72514,0.79917,0.86117,0.54149,0.95498,1.6566,0.66568,1.21179,3.4227e-05,3.4227e-05,3.4227e-05
182,3467.49,0.84975,1.76117,0.64691,1.07436,0.67287,0.82874,0.84829,0.63622,0.67217,0.82788,0.84787,0.53011,0.96035,1.66091,0.6867,1.21419,3.18825e-05,3.18825e-05,3.18825e-05
183,3486.27,0.85592,1.79582,0.65504,1.09478,0.69339,0.81239,0.85392,0.64034,0.69266,0.81153,0.85345,0.53327,0.96452,1.65261,0.6847,1.21849,2.96546e-05,2.96546e-05,2.96546e-05
184,3505.07,0.86243,1.77614,0.64436,1.08295,0.72214,0.79346,0.86195,0.64548,0.72136,0.7926,0.86084,0.53774,0.96684,1.65912,0.66887,1.22111,2.75441e-05,2.75441e-05,2.75441e-05
185,3523.88,0.84144,1.79975,0.64084,1.07112,0.69149,0.84079,0.86165,0.64391,0.69078,0.83993,0.86035,0.53545,0.96557,1.6737,0.6675,1.21703,2.55513e-05,2.55513e-05,2.55513e-05
186,3542.58,0.84772,1.77521,0.65002,1.0871,0.71587,0.80441,0.86016,0.64534,0.71397,0.80124,0.85871,0.53773,0.95802,1.66631,0.67443,1.20901,2.36769e-05,2.36769e-05,2.36769e-05
187,3561.05,0.83299,1.73812,0.64388,1.07399,0.71871,0.81357,0.86312,0.64674,0.7229,0.80379,0.86217,0.54024,0.95923,1.65876,0.66875,1.21467,2.19212e-05,2.19212e-05,2.19212e-05
188,3580.31,0.84554,1.75897,0.64446,1.08321,0.729,0.81239,0.86708,0.64878,0.72746,0.81067,0.86612,0.54182,0.96058,1.65018,0.66217,1.21719,2.02847e-05,2.02847e-05,2.02847e-05
189,3599,0.83926,1.73897,0.63095,1.07707,0.74332,0.79002,0.86886,0.65206,0.74251,0.78916,0.86786,0.54289,0.95876,1.64531,0.66312,1.21257,1.87678e-05,1.87678e-05,1.87678e-05
190,3617.97,0.85504,1.7857,0.64287,1.08659,0.74593,0.7883,0.86658,0.65019,0.74511,0.78744,0.86571,0.54073,0.96113,1.64538,0.6632,1.2137,1.73709e-05,1.73709e-05,1.73709e-05
191,3637.48,0.81733,1.74358,0.64357,1.08657,0.74197,0.77701,0.85848,0.64153,0.73806,0.77883,0.85863,0.52919,0.96922,1.70404,0.68947,1.23563,1.60943e-05,1.60943e-05,1.60943e-05
192,3655.35,0.80474,1.73039,0.63059,1.07177,0.72402,0.81052,0.86185,0.64565,0.72402,0.81052,0.86185,0.53647,0.96233,1.66455,0.6929,1.23039,1.49383e-05,1.49383e-05,1.49383e-05
193,3672.56,0.8025,1.71534,0.6258,1.06997,0.72322,0.83305,0.86595,0.64849,0.72397,0.83391,0.86648,0.5408,0.96322,1.65501,0.68856,1.23496,1.39032e-05,1.39032e-05,1.39032e-05
194,3689.66,0.79974,1.67447,0.62086,1.06296,0.73872,0.80895,0.87059,0.65038,0.73872,0.80895,0.87033,0.53803,0.96374,1.66363,0.68112,1.23404,1.29893e-05,1.29893e-05,1.29893e-05
195,3706.75,0.79839,1.68706,0.61826,1.06697,0.74105,0.82358,0.87264,0.65223,0.74187,0.82116,0.87259,0.53762,0.95933,1.66216,0.67923,1.22627,1.21968e-05,1.21968e-05,1.21968e-05
196,3724.05,0.79499,1.68592,0.60927,1.06769,0.73859,0.81699,0.8738,0.65421,0.7405,0.81497,0.87376,0.54095,0.94901,1.63764,0.67926,1.21622,1.15259e-05,1.15259e-05,1.15259e-05
197,3741.36,0.81774,1.73162,0.63675,1.07219,0.74226,0.81538,0.87169,0.65348,0.74318,0.81497,0.87169,0.54133,0.95181,1.64509,0.6789,1.22027,1.09768e-05,1.09768e-05,1.09768e-05
198,3758.62,0.78384,1.65784,0.60085,1.05544,0.73309,0.8296,0.87151,0.65322,0.73461,0.82896,0.87134,0.54025,0.95145,1.64208,0.68102,1.22044,1.05495e-05,1.05495e-05,1.05495e-05
199,3776.09,0.78855,1.66766,0.60563,1.07418,0.72917,0.82616,0.87151,0.65301,0.73576,0.82014,0.8714,0.54024,0.94958,1.63799,0.67802,1.21862,1.02443e-05,1.02443e-05,1.02443e-05
200,3793.41,0.79357,1.68211,0.60919,1.06548,0.73501,0.82354,0.87251,0.65595,0.74128,0.81842,0.8725,0.54495,0.93907,1.61729,0.6774,1.20923,1.00611e-05,1.00611e-05,1.00611e-05
