epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,2350.29,0.70314,1.44828,0.502,0.96048,0.78223,0.77194,0.87861,0.6986,0.78201,0.77108,0.87739,0.57614,0.79712,1.41085,0.64279,1.12089,0.000337325,0.000337325,0.000337325
124,2369.12,0.72119,1.52968,0.52042,0.96416,0.7249,0.8141,0.87134,0.68648,0.72401,0.81273,0.87032,0.5724,0.82772,1.43325,0.63674,1.15163,0.00033003,0.00033003,0.00033003
125,2388.14,0.73768,1.54436,0.53279,0.96214,0.71933,0.80723,0.86597,0.68011,0.71933,0.80723,0.86545,0.55688,0.8323,1.43872,0.68051,1.15716,0.000322778,0.000322778,0.000322778
126,2407.28,0.71707,1.53738,0.50345,0.96555,0.75548,0.803,0.86968,0.69038,0.75467,0.80214,0.86827,0.55668,0.80062,1.42529,0.64642,1.13081,0.000315572,0.000315572,0.000315572
127,2426.32,0.71936,1.48727,0.50373,0.96355,0.74502,0.821,0.87221,0.68502,0.74675,0.81325,0.87068,0.56501,0.82913,1.43372,0.63266,1.16251,0.000308412,0.000308412,0.000308412
128,2445.15,0.72354,1.51705,0.51242,0.95975,0.73999,0.83305,0.87422,0.68997,0.73923,0.83219,0.87299,0.56638,0.81432,1.39847,0.68682,1.14988,0.0003013,0.0003013,0.0003013
129,2464.46,0.72686,1.53413,0.51528,0.96239,0.74664,0.80903,0.86821,0.68756,0.74664,0.80903,0.86771,0.55838,0.82733,1.45374,0.65357,1.16374,0.000294239,0.000294239,0.000294239
130,2483.53,0.71553,1.52209,0.50688,0.95669,0.73371,0.81067,0.86759,0.68341,0.73215,0.80895,0.86592,0.55465,0.82367,1.45307,0.68555,1.15619,0.00028723,0.00028723,0.00028723
131,2502.46,0.70421,1.45932,0.49604,0.96023,0.76067,0.81583,0.8705,0.68334,0.75907,0.81411,0.86892,0.5639,0.82908,1.43477,0.64231,1.17095,0.000280275,0.000280275,0.000280275
132,2521.16,0.71047,1.49042,0.51128,0.96206,0.7413,0.8187,0.86945,0.68982,0.73974,0.81698,0.86778,0.56537,0.80685,1.43716,0.65069,1.14562,0.000273375,0.000273375,0.000273375
133,2540.36,0.70756,1.49804,0.50164,0.95379,0.73028,0.81552,0.87218,0.68701,0.72335,0.81907,0.87051,0.55891,0.82788,1.46078,0.67151,1.16253,0.000266532,0.000266532,0.000266532
134,2559.61,0.70757,1.46889,0.50199,0.9626,0.70967,0.80895,0.85209,0.67191,0.71055,0.80637,0.84965,0.55283,0.81885,1.43065,0.67497,1.16542,0.000259748,0.000259748,0.000259748
135,2578.64,0.698,1.47435,0.48914,0.94589,0.72761,0.7926,0.85424,0.67665,0.73084,0.78748,0.85134,0.54979,0.80801,1.39692,0.68422,1.14377,0.000253024,0.000253024,0.000253024
136,2597.34,0.70696,1.49301,0.50867,0.95344,0.73981,0.78744,0.85423,0.68243,0.739,0.78657,0.85165,0.55918,0.79188,1.41487,0.70687,1.12797,0.000246363,0.000246363,0.000246363
137,2616.15,0.68778,1.46422,0.49491,0.95225,0.74808,0.79518,0.86701,0.69021,0.74626,0.79221,0.86423,0.56668,0.8028,1.4095,0.70293,1.13628,0.000239766,0.000239766,0.000239766
138,2635.61,0.69984,1.4907,0.49869,0.95383,0.71587,0.85212,0.87266,0.68545,0.71382,0.85005,0.87018,0.55829,0.82238,1.4412,0.65366,1.14517,0.000233234,0.000233234,0.000233234
139,2654.4,0.70201,1.4631,0.50341,0.96506,0.75138,0.7883,0.86977,0.69153,0.74974,0.78657,0.86843,0.57137,0.80194,1.39917,0.65539,1.133,0.000226769,0.000226769,0.000226769
140,2673.11,0.69062,1.39266,0.47794,0.95352,0.74108,0.80207,0.86732,0.68762,0.74048,0.8012,0.86438,0.56675,0.80458,1.37757,0.69194,1.14352,0.000220372,0.000220372,0.000220372
141,2692,0.6779,1.40919,0.47592,0.95265,0.76826,0.80742,0.87523,0.69964,0.76692,0.80551,0.87139,0.57487,0.79207,1.38442,0.66582,1.12491,0.000214046,0.000214046,0.000214046
142,2710.93,0.69695,1.49363,0.48586,0.96197,0.70467,0.82956,0.85209,0.67261,0.70254,0.82521,0.84957,0.56008,0.81705,1.38431,0.74091,1.15135,0.000207792,0.000207792,0.000207792
143,2729.9,0.69323,1.4455,0.49225,0.95385,0.69503,0.84925,0.85607,0.67835,0.69362,0.84753,0.85294,0.55476,0.81388,1.45879,0.66384,1.15221,0.000201611,0.000201611,0.000201611
144,2748.75,0.70404,1.45824,0.4972,0.93955,0.72913,0.81239,0.86363,0.67986,0.72711,0.80895,0.86062,0.55866,0.82763,1.44933,0.74562,1.16791,0.000195505,0.000195505,0.000195505
145,2767.55,0.69185,1.44803,0.48369,0.95067,0.77116,0.7859,0.87771,0.70075,0.77116,0.7859,0.87594,0.58228,0.79478,1.40253,0.63313,1.14189,0.000189475,0.000189475,0.000189475
146,2786.41,0.6833,1.42733,0.47943,0.95156,0.69644,0.84854,0.86184,0.68439,0.69932,0.84509,0.86083,0.56207,0.80633,1.40568,0.67892,1.14642,0.000183523,0.000183523,0.000183523
147,2805.08,0.69078,1.46713,0.48179,0.94987,0.72789,0.81721,0.86226,0.68713,0.72712,0.81635,0.86013,0.56169,0.79178,1.38884,0.70749,1.13547,0.000177651,0.000177651,0.000177651
148,2824.11,0.68344,1.43983,0.47822,0.94887,0.69032,0.84337,0.85881,0.67918,0.73408,0.78313,0.85578,0.55541,0.81586,1.4327,0.69398,1.15619,0.000171859,0.000171859,0.000171859
149,2842.51,0.69491,1.4407,0.48574,0.94523,0.75433,0.80067,0.86782,0.69114,0.75348,0.79962,0.86609,0.56803,0.79537,1.38632,0.65279,1.13399,0.000166149,0.000166149,0.000166149
150,2861.96,0.68549,1.44813,0.47804,0.95254,0.69667,0.82186,0.84825,0.67105,0.69462,0.81928,0.84416,0.54486,0.80122,1.45278,0.74084,1.14302,0.000160523,0.000160523,0.000160523
151,2880.64,0.6728,1.40123,0.46519,0.94109,0.71178,0.84596,0.86254,0.68268,0.71049,0.84423,0.86054,0.56107,0.81182,1.43618,0.6895,1.15372,0.000154982,0.000154982,0.000154982
152,2899.57,0.68681,1.4206,0.48926,0.95515,0.73627,0.80725,0.86156,0.68599,0.7347,0.80553,0.86003,0.56997,0.80703,1.40416,0.73403,1.15397,0.000149527,0.000149527,0.000149527
153,2918.51,0.68859,1.43724,0.48025,0.95122,0.73305,0.81756,0.86583,0.68522,0.73073,0.81497,0.86175,0.56135,0.81613,1.39549,0.66247,1.1603,0.000144161,0.000144161,0.000144161
154,2938.01,0.67139,1.43025,0.46082,0.94461,0.74699,0.79604,0.86752,0.68911,0.74618,0.79518,0.86549,0.56978,0.81893,1.4019,0.6767,1.1627,0.000138883,0.000138883,0.000138883
155,2957.31,0.7125,1.49513,0.50318,0.95478,0.69665,0.82613,0.85474,0.67841,0.6952,0.82441,0.85313,0.5542,0.81287,1.41625,0.71897,1.16218,0.000133695,0.000133695,0.000133695
156,2976.38,0.68462,1.41566,0.48072,0.95998,0.73008,0.81325,0.86695,0.68886,0.75503,0.78399,0.86545,0.56503,0.80562,1.41861,0.69962,1.14946,0.000128599,0.000128599,0.000128599
157,2995.49,0.6885,1.47468,0.48192,0.93734,0.72937,0.80551,0.8629,0.68174,0.7287,0.80293,0.8599,0.55497,0.81277,1.48011,0.69394,1.15204,0.000123596,0.000123596,0.000123596
158,3014.95,0.67463,1.41166,0.45909,0.9449,0.75031,0.80895,0.87389,0.6988,0.74951,0.80809,0.87217,0.57702,0.7947,1.4008,0.6728,1.1416,0.000118687,0.000118687,0.000118687
159,3033.83,0.67591,1.45433,0.46738,0.95229,0.74287,0.81302,0.87346,0.69428,0.74289,0.80895,0.87011,0.56909,0.80934,1.42424,0.68541,1.15548,0.000113873,0.000113873,0.000113873
160,3052.59,0.679,1.42118,0.47786,0.94444,0.71298,0.81842,0.85643,0.6813,0.72356,0.80379,0.85417,0.558,0.81249,1.42383,0.74112,1.15643,0.000109156,0.000109156,0.000109156
161,3071.81,0.67389,1.43979,0.47006,0.9432,0.74323,0.79862,0.86053,0.68351,0.74083,0.79604,0.85835,0.56082,0.80821,1.42766,0.73046,1.15525,0.000104537,0.000104537,0.000104537
162,3091.09,0.6926,1.49178,0.47462,0.94916,0.74286,0.79557,0.85941,0.68031,0.74453,0.78744,0.85747,0.55819,0.81378,1.43163,0.7328,1.1621,0.000100016,0.000100016,0.000100016
163,3110.47,0.69005,1.47854,0.4751,0.95597,0.72025,0.81094,0.85753,0.68321,0.71949,0.81008,0.8565,0.55943,0.78421,1.41828,0.68227,1.13834,9.55951e-05,9.55951e-05,9.55951e-05
164,3129.21,0.68507,1.50039,0.46135,0.94061,0.73426,0.80723,0.86377,0.69124,0.73348,0.80637,0.86261,0.5705,0.78492,1.36719,0.68025,1.14115,9.12754e-05,9.12754e-05,9.12754e-05
165,3148.65,0.68999,1.4186,0.47158,0.9464,0.73203,0.80895,0.86299,0.68793,0.74691,0.78732,0.8617,0.56515,0.79416,1.38543,0.71143,1.14213,8.70577e-05,8.70577e-05,8.70577e-05
166,3167.7,0.66919,1.39736,0.45362,0.94415,0.76314,0.79298,0.87073,0.69776,0.76569,0.79002,0.86905,0.57382,0.77879,1.36215,0.71163,1.13242,8.29431e-05,8.29431e-05,8.29431e-05
167,3186.62,0.65796,1.39067,0.4538,0.93864,0.78237,0.78485,0.87069,0.69277,0.78513,0.78141,0.86779,0.56355,0.79968,1.40642,0.69931,1.14659,7.89327e-05,7.89327e-05,7.89327e-05
168,3205.61,0.67305,1.43573,0.46144,0.93728,0.74038,0.81153,0.86462,0.68798,0.74207,0.80379,0.86267,0.5703,0.79121,1.39803,0.71987,1.13863,7.50274e-05,7.50274e-05,7.50274e-05
169,3225.13,0.65228,1.35672,0.45809,0.93262,0.73242,0.79385,0.85829,0.68444,0.73436,0.78746,0.85636,0.56273,0.79898,1.38981,0.7296,1.14558,7.12282e-05,7.12282e-05,7.12282e-05
170,3244.48,0.67419,1.42846,0.45488,0.94248,0.73819,0.7959,0.85814,0.68442,0.7374,0.79504,0.85681,0.56281,0.80236,1.40076,0.70537,1.14649,6.7536e-05,6.7536e-05,6.7536e-05
171,3263.37,0.66202,1.39587,0.4568,0.93618,0.75254,0.79776,0.86669,0.69203,0.75254,0.79776,0.8661,0.57239,0.79312,1.40195,0.67788,1.13846,6.39518e-05,6.39518e-05,6.39518e-05
172,3281.77,0.65716,1.34244,0.44931,0.94928,0.75708,0.79518,0.86754,0.69316,0.75607,0.79432,0.86559,0.57146,0.79672,1.39835,0.70074,1.14127,6.04763e-05,6.04763e-05,6.04763e-05
173,3301.5,0.65869,1.36487,0.45158,0.94518,0.74581,0.79033,0.86345,0.68973,0.74597,0.78594,0.86124,0.56726,0.79319,1.3752,0.72962,1.1357,5.71106e-05,5.71106e-05,5.71106e-05
174,3320.31,0.66717,1.40073,0.45202,0.94196,0.74593,0.79518,0.86621,0.69025,0.74786,0.79382,0.86395,0.57027,0.80007,1.37849,0.71199,1.14142,5.38554e-05,5.38554e-05,5.38554e-05
175,3339.78,0.67971,1.42506,0.46372,0.94079,0.75141,0.7926,0.86685,0.69075,0.75012,0.79002,0.86477,0.56987,0.79905,1.40457,0.69678,1.14339,5.07115e-05,5.07115e-05,5.07115e-05
176,3358.97,0.6557,1.37299,0.44248,0.93941,0.74517,0.80026,0.86529,0.68942,0.74437,0.7994,0.86352,0.56793,0.79464,1.40615,0.69662,1.13829,4.76796e-05,4.76796e-05,4.76796e-05
177,3378.9,0.66365,1.43818,0.45086,0.93632,0.75042,0.78744,0.86199,0.68772,0.7496,0.78657,0.86022,0.56581,0.79355,1.39829,0.71423,1.13716,4.47606e-05,4.47606e-05,4.47606e-05
178,3398.32,0.66513,1.42529,0.46423,0.93651,0.74987,0.78744,0.86026,0.68641,0.74905,0.78657,0.85833,0.56481,0.7927,1.39629,0.72872,1.13678,4.19552e-05,4.19552e-05,4.19552e-05
179,3417.21,0.66324,1.41616,0.45907,0.94015,0.75372,0.79174,0.86461,0.69035,0.7529,0.79088,0.86282,0.57074,0.78844,1.38834,0.70349,1.13287,3.9264e-05,3.9264e-05,3.9264e-05
180,3436.67,0.67786,1.43001,0.45603,0.945,0.75599,0.79453,0.86371,0.68923,0.75435,0.79281,0.86043,0.5667,0.78882,1.39429,0.68558,1.13572,3.66877e-05,3.66877e-05,3.66877e-05
181,3455.95,0.67241,1.36337,0.46144,0.94713,0.74896,0.79776,0.86392,0.68984,0.74734,0.79604,0.86088,0.56743,0.789,1.40191,0.68036,1.13806,3.4227e-05,3.4227e-05,3.4227e-05
182,3475.22,0.66338,1.36581,0.45398,0.93686,0.73408,0.80533,0.8611,0.68719,0.73201,0.80158,0.85766,0.56747,0.79107,1.39479,0.70439,1.13767,3.18825e-05,3.18825e-05,3.18825e-05
183,3494.09,0.6637,1.40448,0.4542,0.94648,0.75091,0.78571,0.86255,0.68879,0.74927,0.78399,0.85928,0.5655,0.79153,1.39788,0.7083,1.14148,2.96546e-05,2.96546e-05,2.96546e-05
184,3513.45,0.67102,1.38452,0.45294,0.93825,0.75362,0.78485,0.86234,0.68889,0.75279,0.78399,0.85995,0.56396,0.79253,1.40408,0.7116,1.14392,2.75441e-05,2.75441e-05,2.75441e-05
185,3532.52,0.6563,1.41206,0.44706,0.9338,0.74893,0.77883,0.85974,0.68579,0.7481,0.77797,0.85726,0.564,0.79705,1.40708,0.72332,1.14286,2.55513e-05,2.55513e-05,2.55513e-05
186,3551.83,0.66187,1.38929,0.4515,0.94291,0.74404,0.78141,0.86002,0.68681,0.7424,0.77969,0.8567,0.56855,0.78935,1.4024,0.73213,1.13852,2.36769e-05,2.36769e-05,2.36769e-05
187,3570.62,0.64708,1.34516,0.44024,0.93507,0.74387,0.79518,0.86252,0.69097,0.74306,0.79432,0.86011,0.56934,0.78702,1.39354,0.70486,1.13674,2.19212e-05,2.19212e-05,2.19212e-05
188,3589.71,0.65709,1.37527,0.45012,0.93669,0.73748,0.79539,0.85908,0.68555,0.73668,0.79453,0.85732,0.56167,0.79108,1.39716,0.70337,1.13884,2.02847e-05,2.02847e-05,2.02847e-05
189,3608.98,0.65574,1.35719,0.43787,0.93225,0.72651,0.80895,0.8581,0.6838,0.73965,0.79174,0.85569,0.56183,0.7934,1.40476,0.71986,1.14182,1.87678e-05,1.87678e-05,1.87678e-05
190,3627.52,0.66835,1.39597,0.44995,0.93747,0.73536,0.79871,0.8588,0.68483,0.73456,0.7969,0.85674,0.56424,0.79056,1.40692,0.7115,1.14049,1.73709e-05,1.73709e-05,1.73709e-05
191,3646.83,0.63669,1.36855,0.43935,0.94897,0.72098,0.80946,0.85118,0.67408,0.72022,0.8086,0.84864,0.54867,0.79247,1.45075,0.68518,1.14821,1.60943e-05,1.60943e-05,1.60943e-05
192,3663.96,0.63252,1.35861,0.43537,0.94624,0.71761,0.81353,0.85387,0.67552,0.71761,0.81353,0.85253,0.55317,0.79618,1.43943,0.68464,1.15388,1.49383e-05,1.49383e-05,1.49383e-05
193,3681.63,0.63134,1.33925,0.43072,0.94644,0.72532,0.81809,0.86223,0.68462,0.72532,0.81809,0.861,0.5642,0.78793,1.41492,0.67241,1.14733,1.39032e-05,1.39032e-05,1.39032e-05
194,3698.59,0.62844,1.30779,0.4248,0.93772,0.73027,0.81325,0.86039,0.68144,0.73027,0.81325,0.85915,0.55979,0.79116,1.42053,0.67718,1.14884,1.29893e-05,1.29893e-05,1.29893e-05
195,3715.51,0.62474,1.31134,0.42877,0.94098,0.7406,0.80344,0.86227,0.6842,0.7406,0.80344,0.86105,0.55981,0.79088,1.42288,0.67481,1.14716,1.21968e-05,1.21968e-05,1.21968e-05
196,3732.43,0.6184,1.31009,0.41683,0.93703,0.74288,0.80064,0.86256,0.68543,0.74208,0.79978,0.86099,0.56109,0.79145,1.41444,0.68343,1.14688,1.15259e-05,1.15259e-05,1.15259e-05
197,3749.8,0.64145,1.36139,0.44566,0.93958,0.7469,0.79088,0.86019,0.68389,0.7469,0.79088,0.85912,0.55927,0.78802,1.43042,0.67747,1.14481,1.09768e-05,1.09768e-05,1.09768e-05
198,3766.93,0.60553,1.2846,0.41114,0.92066,0.74192,0.79414,0.85959,0.68384,0.74385,0.7872,0.8582,0.56104,0.78305,1.41912,0.68282,1.14091,1.05495e-05,1.05495e-05,1.05495e-05
199,3783.96,0.62329,1.2911,0.41887,0.94918,0.74323,0.78571,0.85744,0.6815,0.74839,0.77969,0.85579,0.55818,0.78844,1.42406,0.6884,1.14538,1.02443e-05,1.02443e-05,1.02443e-05
200,3801.15,0.61481,1.30407,0.41388,0.93358,0.74,0.7985,0.86055,0.68569,0.7392,0.79764,0.85875,0.56346,0.78141,1.41011,0.68477,1.1394,1.00611e-05,1.00611e-05,1.00611e-05
