epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,1934.84,0.68623,1.46845,0.46818,0.94515,0.68757,0.79776,0.82188,0.63603,0.70627,0.77108,0.81836,0.51293,0.85104,1.5215,0.74601,1.15596,0.0003013,0.0003013,0.0003013
129,1950.16,0.68231,1.47614,0.46347,0.94431,0.71935,0.83821,0.8423,0.65219,0.71861,0.83735,0.84009,0.53025,0.87818,1.53556,0.70134,1.18041,0.000294239,0.000294239,0.000294239
130,1965.06,0.67666,1.46803,0.45877,0.94145,0.69806,0.80637,0.82628,0.64604,0.69657,0.80465,0.82388,0.51789,0.83806,1.54169,0.74462,1.15357,0.00028723,0.00028723,0.00028723
131,1980.29,0.66332,1.41047,0.45421,0.94385,0.75568,0.77456,0.84275,0.65363,0.75416,0.77625,0.83898,0.53306,0.85777,1.5518,0.70669,1.18204,0.000280275,0.000280275,0.000280275
132,1995.57,0.67038,1.43422,0.47076,0.94721,0.67573,0.84106,0.84054,0.65589,0.67512,0.83821,0.83706,0.53584,0.84482,1.50941,0.75619,1.16762,0.000273375,0.000273375,0.000273375
133,2010.95,0.67182,1.45234,0.46415,0.94106,0.67311,0.82186,0.82178,0.62235,0.67139,0.81928,0.81754,0.50257,0.89817,1.58801,0.77314,1.20504,0.000266532,0.000266532,0.000266532
134,2026.01,0.66807,1.41064,0.46468,0.94783,0.66151,0.8253,0.812,0.63181,0.66455,0.81497,0.80927,0.51655,0.84983,1.54197,0.74918,1.17649,0.000259748,0.000259748,0.000259748
135,2041.29,0.66022,1.42535,0.4464,0.93371,0.65822,0.82358,0.81698,0.62909,0.65685,0.82186,0.81355,0.51199,0.86283,1.5318,0.8072,1.18489,0.000253024,0.000253024,0.000253024
136,2056.29,0.66518,1.43494,0.46152,0.93968,0.66804,0.83821,0.81965,0.63405,0.67338,0.82014,0.81886,0.51214,0.86594,1.59016,0.78053,1.17932,0.000246363,0.000246363,0.000246363
137,2071.74,0.65484,1.4215,0.45198,0.94026,0.6606,0.84337,0.82736,0.6399,0.65993,0.84251,0.82627,0.52527,0.85701,1.55446,0.7849,1.17242,0.000239766,0.000239766,0.000239766
138,2086.44,0.65888,1.43133,0.4494,0.9412,0.65729,0.87263,0.83518,0.64072,0.6565,0.87008,0.83374,0.52091,0.87263,1.55415,0.74545,1.18792,0.000233234,0.000233234,0.000233234
139,2101.78,0.66164,1.4066,0.45745,0.95134,0.64378,0.85972,0.81726,0.62927,0.64185,0.85714,0.81555,0.51032,0.86255,1.56928,0.79037,1.17671,0.000226769,0.000226769,0.000226769
140,2117.19,0.64974,1.33613,0.43308,0.94118,0.66581,0.84251,0.82758,0.64302,0.66445,0.84079,0.82398,0.52262,0.85454,1.56251,0.73734,1.17794,0.000220372,0.000220372,0.000220372
141,2132.35,0.63996,1.36433,0.43135,0.9395,0.70072,0.80395,0.83697,0.65428,0.70016,0.80293,0.83459,0.53109,0.84185,1.54073,0.758,1.16679,0.000214046,0.000214046,0.000214046
142,2147.45,0.65997,1.44134,0.43917,0.94854,0.67254,0.78916,0.8143,0.6316,0.67167,0.78694,0.81219,0.51453,0.85826,1.57805,0.80403,1.1791,0.000207792,0.000207792,0.000207792
143,2162.77,0.65335,1.40237,0.44581,0.93991,0.70108,0.7771,0.82606,0.63918,0.69953,0.77538,0.82322,0.51791,0.8686,1.60126,0.77969,1.19251,0.000201611,0.000201611,0.000201611
144,2178.05,0.65456,1.4013,0.44396,0.92372,0.71474,0.76936,0.83198,0.64086,0.71402,0.76921,0.83035,0.52281,0.86108,1.55488,0.81399,1.18129,0.000195505,0.000195505,0.000195505
145,2192.67,0.64951,1.39039,0.43729,0.93807,0.69614,0.79174,0.83244,0.64353,0.69539,0.79088,0.82995,0.52191,0.86196,1.5906,0.7904,1.18286,0.000189475,0.000189475,0.000189475
146,2207.63,0.64364,1.38205,0.436,0.93675,0.66519,0.81239,0.80884,0.62479,0.66448,0.81153,0.80652,0.50848,0.85311,1.59988,0.82492,1.17605,0.000183523,0.000183523,0.000183523
147,2222.52,0.64326,1.41102,0.4367,0.93301,0.69119,0.7969,0.82398,0.64174,0.68951,0.79604,0.8215,0.51891,0.84859,1.53988,0.79341,1.17674,0.000177651,0.000177651,0.000177651
148,2237.94,0.63673,1.38523,0.43,0.93155,0.72034,0.76031,0.82285,0.63979,0.71952,0.75945,0.82078,0.51802,0.87799,1.55917,0.78357,1.19825,0.000171859,0.000171859,0.000171859
149,2252.77,0.64673,1.37835,0.43772,0.92905,0.70197,0.77026,0.82102,0.62917,0.70084,0.76814,0.81739,0.50713,0.89045,1.57471,0.78351,1.20453,0.000166149,0.000166149,0.000166149
150,2267.87,0.63954,1.38714,0.43033,0.93533,0.66408,0.81756,0.81618,0.63235,0.66198,0.81497,0.81318,0.50529,0.85858,1.58168,0.81226,1.18398,0.000160523,0.000160523,0.000160523
151,2282.58,0.63124,1.34496,0.42174,0.92706,0.68516,0.82967,0.82686,0.64054,0.68386,0.82281,0.8246,0.51832,0.87099,1.5545,0.76474,1.18967,0.000154982,0.000154982,0.000154982
152,2297.66,0.64424,1.35601,0.43943,0.93822,0.72249,0.75952,0.81599,0.63514,0.72167,0.75866,0.81307,0.51637,0.8653,1.56003,0.81823,1.18387,0.000149527,0.000149527,0.000149527
153,2312.7,0.64608,1.3767,0.43354,0.93795,0.69914,0.77797,0.82083,0.63239,0.69837,0.77711,0.81867,0.50816,0.8892,1.5621,0.78893,1.20686,0.000144161,0.000144161,0.000144161
154,2328.27,0.63194,1.3712,0.41557,0.92994,0.69041,0.821,0.82465,0.63952,0.68994,0.82014,0.82228,0.51704,0.88079,1.57182,0.75967,1.20218,0.000138883,0.000138883,0.000138883
155,2343.35,0.66853,1.45039,0.45469,0.9405,0.66413,0.81325,0.81315,0.6259,0.66132,0.80981,0.80912,0.50622,0.87126,1.58264,0.81738,1.19016,0.000133695,0.000133695,0.000133695
156,2358.53,0.64882,1.37344,0.43748,0.94676,0.68563,0.79518,0.81335,0.62786,0.6748,0.80714,0.81127,0.51287,0.85637,1.55743,0.80767,1.17524,0.000128599,0.000128599,0.000128599
157,2373.71,0.6477,1.42631,0.4349,0.92334,0.68435,0.81325,0.82021,0.63564,0.68481,0.80637,0.81741,0.51344,0.85837,1.57054,0.78849,1.18134,0.000123596,0.000123596,0.000123596
158,2388.61,0.63402,1.35673,0.4172,0.93194,0.66514,0.86145,0.82636,0.64239,0.66448,0.86059,0.82368,0.51944,0.84816,1.5378,0.76215,1.17813,0.000118687,0.000118687,0.000118687
159,2403.81,0.63041,1.39231,0.42049,0.93574,0.69251,0.82186,0.82895,0.64321,0.69106,0.82014,0.82521,0.52513,0.85996,1.55107,0.79259,1.18518,0.000113873,0.000113873,0.000113873
160,2418.74,0.63483,1.36353,0.42636,0.92858,0.69046,0.81411,0.82426,0.63651,0.69101,0.80809,0.82127,0.51652,0.87488,1.56373,0.84123,1.19249,0.000109156,0.000109156,0.000109156
161,2434.32,0.63687,1.39051,0.42326,0.93122,0.68967,0.81285,0.82331,0.63935,0.68822,0.80356,0.81982,0.51568,0.86936,1.57331,0.85562,1.18858,0.000104537,0.000104537,0.000104537
162,2449.57,0.65181,1.43269,0.42527,0.93589,0.68357,0.80637,0.81684,0.63249,0.68798,0.80034,0.81427,0.51098,0.87364,1.59072,0.8301,1.18861,0.000100016,0.000100016,0.000100016
