image,gsd,model,inference_ms,precision,recall,f1,mean_iou,area_rmse
0.08m_sample_01.png,0.08,Watershed,79.12158966064453,0.0,0.0,0.0,0.0,0.0
0.08m_sample_07.png,0.08,YOLOv8,45.90106010437012,0.5517241189060649,0.9411764152249167,0.6956516776940723,0.8871706205993356,3.2269822435210265
0.08m_sample_07.png,0.08,YOLOv11,50.765275955200195,0.679999972800001,0.999999941176474,0.8095232891159332,0.8948760269352932,3.6077131488944465
0.08m_sample_07.png,0.08,YOLOv11_Ablation,51.51867866516113,0.5925925706447196,0.9411764152249167,0.7272722200416306,0.8752534922975279,4.289561805126487
0.08m_sample_07.png,0.08,Hybrid_v8+SAM,228.61433029174805,0.5517241189060649,0.9411764152249167,0.6956516776940723,0.8518789359337446,5.88151708320226
0.08m_sample_07.png,0.08,Hybrid_v11+SAM,209.35940742492676,0.679999972800001,0.999999941176474,0.8095232891159332,0.8524821479507879,4.400901452042325
0.08m_sample_07.png,0.08,Mask_RCNN,63.12203407287598,0.684210490304711,0.7647058373702448,0.7222216836423214,0.887215679623374,3.33690500913646
0.08m_sample_07.png,0.08,Watershed,55.533409118652344,0.0,0.0,0.0,0.0,0.0
0.15m_01_20.png,0.15,YOLOv8,51.465511322021484,0.6545454426446283,0.6792452702029195,0.6666661544928305,0.8234538881021365,8.82403925365249
0.15m_01_20.png,0.15,YOLOv11,56.89358711242676,0.7826086786389418,0.6792452702029195,0.7272722150804345,0.8479569090618249,8.417773607076873
0.15m_01_20.png,0.15,YOLOv11_Ablation,65.34194946289062,0.5402298788479324,0.886792436098256,0.6714280913268597,0.7956018437408638,10.568510797587491
0.15m_01_20.png,0.15,Hybrid_v8+SAM,264.9679183959961,0.6545454426446283,0.6792452702029195,0.6666661544928305,0.7799357262127866,16.165921186635174
0.15m_01_20.png,0.15,Hybrid_v11+SAM,253.4964084625244,0.7826086786389418,0.6792452702029195,0.7272722150804345,0.7776326839152197,16.83172283962637
0.15m_01_20.png,0.15,Mask_RCNN,137.80570030212402,0.6486486398831265,0.9056603602705593,0.7559050135783398,0.823786474770488,7.563635426127767
0.15m_01_20.png,0.15,Watershed,71.3202953338623,0.0,0.0,0.0,0.0,0.0
0.15m_01_27.png,0.15,YOLOv8,55.76515197753906,0.7187499887695314,0.6969696864095503,0.7076917969234303,0.8305667364539672,7.7810152531379355
0.15m_01_27.png,0.15,YOLOv11,59.5095157623291,0.9555555343209882,0.65151514164371,0.7747742787114432,0.8394444286657323,7.106652693075692
0.15m_01_27.png,0.15,YOLOv11_Ablation,68.50862503051758,0.6630434710538753,0.9242424102387514,0.7721514024999057,0.7887416069861586,11.136006233657808
0.15m_01_27.png,0.15,Hybrid_v8+SAM,267.6699161529541,0.7187499887695314,0.6969696864095503,0.7076917969234303,0.785128569194041,14.787378215346207
0.15m_01_27.png,0.15,Hybrid_v11+SAM,247.38645553588867,0.9555555343209882,0.65151514164371,0.7747742787114432,0.7859385625191052,14.651696296349616
0.15m_01_27.png,0.15,Mask_RCNN,137.05682754516602,0.7123287573653595,0.7878787759412307,0.7482009293518155,0.8283547819906818,6.16564584629405
0.15m_01_27.png,0.15,Watershed,81.70104026794434,0.0,0.0,0.0,0.0,0.0
0.15m_sample_01.png,0.15,YOLOv8,50.31013488769531,0.6249999869791669,0.5263157802400741,0.5714280642181183,0.8526863412554377,7.524853570003871
0.15m_sample_01.png,0.15,YOLOv11,59.66949462890625,0.8444444256790128,0.6666666549707605,0.7450975315266625,0.864744573426349,5.958124635959841
0.15m_sample_01.png,0.15,YOLOv11_Ablation,63.474416732788086,0.6111111026234569,0.7719298110187752,0.682170038820139,0.7923321594415779,13.011663714284824
0.15m_sample_01.png,0.15,Hybrid_v8+SAM,257.7536106109619,0.6249999869791669,0.5263157802400741,0.5714280642181183,0.8014496229887219,11.415191194193813
0.15m_sample_01.png,0.15,Hybrid_v11+SAM,229.2780876159668,0.8444444256790128,0.6666666549707605,0.7450975315266625,0.7898983025924367,13.010535211138057
0.15m_sample_01.png,0.15,Mask_RCNN,94.81239318847656,0.7499999791666673,0.47368420221606666,0.5806446742979936,0.8411257606964477,7.438882224501205
0.15m_sample_01.png,0.15,Watershed,118.50476264953613,0.0,0.0,0.0,0.0,0.0
0.15m_sample_07.png,0.15,YOLOv8,54.229021072387695,0.4423076838017753,0.560975596073766,0.49462315227243037,0.8214506258203437,6.903981188415855
0.15m_sample_07.png,0.15,YOLOv11,56.87570571899414,0.6666666518518523,0.7317072992266512,0.6976739034616877,0.8537570951098631,5.0919808277329555
0.15m_sample_07.png,0.15,YOLOv11_Ablation,61.357736587524414,0.538461530177515,0.8536585157644265,0.6603768716628534,0.7979959413568339,9.924702379488695
0.15m_sample_07.png,0.15,Hybrid_v8+SAM,251.86419486999512,0.4423076838017753,0.560975596073766,0.49462315227243037,0.8019415858583091,13.042882054308729
0.15m_sample_07.png,0.15,Hybrid_v11+SAM,227.89597511291504,0.6666666518518523,0.7317072992266512,0.6976739034616877,0.8045245815803528,11.113444476173893
0.15m_sample_07.png,0.15,Mask_RCNN,80.73043823242188,0.8571428265306134,0.585365839381321,0.6956516714979184,0.839977936743367,6.195274660981545
0.15m_sample_07.png,0.15,Watershed,59.22079086303711,0.0,0.0,0.0,0.0,0.0
0.1m_01_20.png,0.1,YOLOv8,42.613983154296875,0.5789473379501401,0.5499999725000013,0.5641020355034027,0.881782858504632,2.8678737768597844
0.1m_01_20.png,0.1,YOLOv11,51.06043815612793,0.6818181508264477,0.7499999625000018,0.7142851814062456,0.8993058804093134,2.253151866460257
0.1m_01_20.png,0.1,YOLOv11_Ablation,52.03676223754883,0.5172413614744358,0.7499999625000018,0.6122443898379485,0.8721596409487061,3.3591784709955523
